head,relation,tail
CHIP_00929,UNDERGOES_TEST,TS::Functional
CHIP_00929,UNDERGOES_TEST,TS::Aging
CHIP_00930,OF_MODEL,MODEL::MODEL_A
CHIP_00930,EXHIBITS,FM::multi_param_combined
CHIP_00930,UNDERGOES_TEST,TS::Appearance
CHIP_00930,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00930,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00930,UNDERGOES_TEST,TS::Functional
CHIP_00930,UNDERGOES_TEST,TS::Aging
CHIP_00931,OF_MODEL,MODEL::MODEL_B
CHIP_00931,EXHIBITS,FM::normal
CHIP_00931,UNDERGOES_TEST,TS::Appearance
CHIP_00931,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00931,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00931,UNDERGOES_TEST,TS::Functional
CHIP_00931,UNDERGOES_TEST,TS::Aging
CHIP_00932,OF_MODEL,MODEL::MODEL_C
CHIP_00932,EXHIBITS,FM::physical_damage
CHIP_00932,UNDERGOES_TEST,TS::Appearance
CHIP_00932,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00932,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00932,UNDERGOES_TEST,TS::Functional
CHIP_00932,UNDERGOES_TEST,TS::Aging
CHIP_00933,OF_MODEL,MODEL::MODEL_A
CHIP_00933,EXHIBITS,FM::normal
CHIP_00933,UNDERGOES_TEST,TS::Appearance
CHIP_00933,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00933,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00933,UNDERGOES_TEST,TS::Functional
CHIP_00933,UNDERGOES_TEST,TS::Aging
CHIP_00934,OF_MODEL,MODEL::MODEL_A
CHIP_00934,EXHIBITS,FM::normal
CHIP_00934,UNDERGOES_TEST,TS::Appearance
CHIP_00934,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00934,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00934,UNDERGOES_TEST,TS::Functional
CHIP_00934,UNDERGOES_TEST,TS::Aging
CHIP_00935,OF_MODEL,MODEL::MODEL_A
CHIP_00935,EXHIBITS,FM::normal
CHIP_00935,UNDERGOES_TEST,TS::Appearance
CHIP_00935,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00935,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00935,UNDERGOES_TEST,TS::Functional
CHIP_00935,UNDERGOES_TEST,TS::Aging
CHIP_00936,OF_MODEL,MODEL::MODEL_C
CHIP_00936,EXHIBITS,FM::normal
CHIP_00936,UNDERGOES_TEST,TS::Appearance
CHIP_00936,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00936,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00936,UNDERGOES_TEST,TS::Functional
CHIP_00936,UNDERGOES_TEST,TS::Aging
CHIP_00937,OF_MODEL,MODEL::MODEL_C
CHIP_00937,EXHIBITS,FM::normal
CHIP_00937,UNDERGOES_TEST,TS::Appearance
CHIP_00937,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00937,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00937,UNDERGOES_TEST,TS::Functional
CHIP_00937,UNDERGOES_TEST,TS::Aging
CHIP_00938,OF_MODEL,MODEL::MODEL_B
CHIP_00938,EXHIBITS,FM::normal
CHIP_00938,UNDERGOES_TEST,TS::Appearance
CHIP_00938,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00938,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00938,UNDERGOES_TEST,TS::Functional
CHIP_00938,UNDERGOES_TEST,TS::Aging
CHIP_00939,OF_MODEL,MODEL::MODEL_C
CHIP_00939,EXHIBITS,FM::normal
CHIP_00939,UNDERGOES_TEST,TS::Appearance
CHIP_00939,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00939,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00939,UNDERGOES_TEST,TS::Functional
CHIP_00939,UNDERGOES_TEST,TS::Aging
CHIP_00940,OF_MODEL,MODEL::MODEL_C
CHIP_00940,EXHIBITS,FM::normal
CHIP_00940,UNDERGOES_TEST,TS::Appearance
CHIP_00940,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00940,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00940,UNDERGOES_TEST,TS::Functional
CHIP_00940,UNDERGOES_TEST,TS::Aging
CHIP_00941,OF_MODEL,MODEL::MODEL_A
CHIP_00941,EXHIBITS,FM::normal
CHIP_00941,UNDERGOES_TEST,TS::Appearance
CHIP_00941,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00941,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00941,UNDERGOES_TEST,TS::Functional
CHIP_00941,UNDERGOES_TEST,TS::Aging
CHIP_00942,OF_MODEL,MODEL::MODEL_B
CHIP_00942,EXHIBITS,FM::normal
CHIP_00942,UNDERGOES_TEST,TS::Appearance
CHIP_00942,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00942,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00942,UNDERGOES_TEST,TS::Functional
CHIP_00942,UNDERGOES_TEST,TS::Aging
CHIP_00943,OF_MODEL,MODEL::MODEL_C
CHIP_00943,EXHIBITS,FM::normal
CHIP_00943,UNDERGOES_TEST,TS::Appearance
CHIP_00943,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00943,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00943,UNDERGOES_TEST,TS::Functional
CHIP_00943,UNDERGOES_TEST,TS::Aging
CHIP_00944,OF_MODEL,MODEL::MODEL_C
CHIP_00944,EXHIBITS,FM::normal
CHIP_00944,UNDERGOES_TEST,TS::Appearance
CHIP_00944,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00944,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00944,UNDERGOES_TEST,TS::Functional
CHIP_00944,UNDERGOES_TEST,TS::Aging
CHIP_00945,OF_MODEL,MODEL::MODEL_A
CHIP_00945,EXHIBITS,FM::normal
CHIP_00945,UNDERGOES_TEST,TS::Appearance
CHIP_00945,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00945,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00945,UNDERGOES_TEST,TS::Functional
CHIP_00945,UNDERGOES_TEST,TS::Aging
CHIP_00946,OF_MODEL,MODEL::MODEL_A
CHIP_00946,EXHIBITS,FM::normal
CHIP_00946,UNDERGOES_TEST,TS::Appearance
CHIP_00946,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00946,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00946,UNDERGOES_TEST,TS::Functional
CHIP_00946,UNDERGOES_TEST,TS::Aging
CHIP_00947,OF_MODEL,MODEL::MODEL_C
CHIP_00947,EXHIBITS,FM::normal
CHIP_00947,UNDERGOES_TEST,TS::Appearance
CHIP_00947,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00947,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00947,UNDERGOES_TEST,TS::Functional
CHIP_00947,UNDERGOES_TEST,TS::Aging
CHIP_00948,OF_MODEL,MODEL::MODEL_B
CHIP_00948,EXHIBITS,FM::normal
CHIP_00948,UNDERGOES_TEST,TS::Appearance
CHIP_00948,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00948,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00948,UNDERGOES_TEST,TS::Functional
CHIP_00948,UNDERGOES_TEST,TS::Aging
CHIP_00949,OF_MODEL,MODEL::MODEL_B
CHIP_00949,EXHIBITS,FM::normal
CHIP_00949,UNDERGOES_TEST,TS::Appearance
CHIP_00949,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00949,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00949,UNDERGOES_TEST,TS::Functional
CHIP_00949,UNDERGOES_TEST,TS::Aging
CHIP_00950,OF_MODEL,MODEL::MODEL_A
CHIP_00950,EXHIBITS,FM::normal
CHIP_00950,UNDERGOES_TEST,TS::Appearance
CHIP_00950,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00950,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00950,UNDERGOES_TEST,TS::Functional
CHIP_00950,UNDERGOES_TEST,TS::Aging
CHIP_00951,OF_MODEL,MODEL::MODEL_A
CHIP_00951,EXHIBITS,FM::normal
CHIP_00951,UNDERGOES_TEST,TS::Appearance
CHIP_00951,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00951,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00951,UNDERGOES_TEST,TS::Functional
CHIP_00951,UNDERGOES_TEST,TS::Aging
CHIP_00952,OF_MODEL,MODEL::MODEL_C
CHIP_00952,EXHIBITS,FM::normal
CHIP_00952,UNDERGOES_TEST,TS::Appearance
CHIP_00952,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00952,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00952,UNDERGOES_TEST,TS::Functional
CHIP_00952,UNDERGOES_TEST,TS::Aging
CHIP_00953,OF_MODEL,MODEL::MODEL_A
CHIP_00953,EXHIBITS,FM::normal
CHIP_00953,UNDERGOES_TEST,TS::Appearance
CHIP_00953,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00953,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00953,UNDERGOES_TEST,TS::Functional
CHIP_00953,UNDERGOES_TEST,TS::Aging
CHIP_00954,OF_MODEL,MODEL::MODEL_C
CHIP_00954,EXHIBITS,FM::normal
CHIP_00954,UNDERGOES_TEST,TS::Appearance
CHIP_00954,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00954,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00954,UNDERGOES_TEST,TS::Functional
CHIP_00954,UNDERGOES_TEST,TS::Aging
CHIP_00955,OF_MODEL,MODEL::MODEL_B
CHIP_00955,EXHIBITS,FM::normal
CHIP_00955,UNDERGOES_TEST,TS::Appearance
CHIP_00955,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00955,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00955,UNDERGOES_TEST,TS::Functional
CHIP_00955,UNDERGOES_TEST,TS::Aging
CHIP_00956,OF_MODEL,MODEL::MODEL_B
CHIP_00956,EXHIBITS,FM::normal
CHIP_00956,UNDERGOES_TEST,TS::Appearance
CHIP_00956,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00956,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00956,UNDERGOES_TEST,TS::Functional
CHIP_00956,UNDERGOES_TEST,TS::Aging
CHIP_00957,OF_MODEL,MODEL::MODEL_C
CHIP_00957,EXHIBITS,FM::normal
CHIP_00957,UNDERGOES_TEST,TS::Appearance
CHIP_00957,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00957,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00957,UNDERGOES_TEST,TS::Functional
CHIP_00957,UNDERGOES_TEST,TS::Aging
CHIP_00958,OF_MODEL,MODEL::MODEL_A
CHIP_00958,EXHIBITS,FM::normal
CHIP_00958,UNDERGOES_TEST,TS::Appearance
CHIP_00958,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00958,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00958,UNDERGOES_TEST,TS::Functional
CHIP_00958,UNDERGOES_TEST,TS::Aging
CHIP_00959,OF_MODEL,MODEL::MODEL_B
CHIP_00959,EXHIBITS,FM::normal
CHIP_00959,UNDERGOES_TEST,TS::Appearance
CHIP_00959,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00959,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00959,UNDERGOES_TEST,TS::Functional
CHIP_00959,UNDERGOES_TEST,TS::Aging
CHIP_00960,OF_MODEL,MODEL::MODEL_A
CHIP_00960,EXHIBITS,FM::normal
CHIP_00960,UNDERGOES_TEST,TS::Appearance
CHIP_00960,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00960,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00960,UNDERGOES_TEST,TS::Functional
CHIP_00960,UNDERGOES_TEST,TS::Aging
CHIP_00961,OF_MODEL,MODEL::MODEL_B
CHIP_00961,EXHIBITS,FM::normal
CHIP_00961,UNDERGOES_TEST,TS::Appearance
CHIP_00961,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00961,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00961,UNDERGOES_TEST,TS::Functional
CHIP_00961,UNDERGOES_TEST,TS::Aging
CHIP_00962,OF_MODEL,MODEL::MODEL_C
CHIP_00962,EXHIBITS,FM::normal
CHIP_00962,UNDERGOES_TEST,TS::Appearance
CHIP_00962,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00962,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00962,UNDERGOES_TEST,TS::Functional
CHIP_00962,UNDERGOES_TEST,TS::Aging
CHIP_00963,OF_MODEL,MODEL::MODEL_C
CHIP_00963,EXHIBITS,FM::normal
CHIP_00963,UNDERGOES_TEST,TS::Appearance
CHIP_00963,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00963,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00963,UNDERGOES_TEST,TS::Functional
CHIP_00963,UNDERGOES_TEST,TS::Aging
CHIP_00964,OF_MODEL,MODEL::MODEL_C
CHIP_00964,EXHIBITS,FM::normal
CHIP_00964,UNDERGOES_TEST,TS::Appearance
CHIP_00964,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00964,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00964,UNDERGOES_TEST,TS::Functional
CHIP_00964,UNDERGOES_TEST,TS::Aging
CHIP_00965,OF_MODEL,MODEL::MODEL_B
CHIP_00965,EXHIBITS,FM::normal
CHIP_00965,UNDERGOES_TEST,TS::Appearance
CHIP_00965,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00965,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00965,UNDERGOES_TEST,TS::Functional
CHIP_00965,UNDERGOES_TEST,TS::Aging
CHIP_00966,OF_MODEL,MODEL::MODEL_A
CHIP_00966,EXHIBITS,FM::normal
CHIP_00966,UNDERGOES_TEST,TS::Appearance
CHIP_00966,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00966,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00966,UNDERGOES_TEST,TS::Functional
CHIP_00966,UNDERGOES_TEST,TS::Aging
CHIP_00967,OF_MODEL,MODEL::MODEL_A
CHIP_00967,EXHIBITS,FM::normal
CHIP_00967,UNDERGOES_TEST,TS::Appearance
CHIP_00967,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00967,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00967,UNDERGOES_TEST,TS::Functional
CHIP_00967,UNDERGOES_TEST,TS::Aging
CHIP_00968,OF_MODEL,MODEL::MODEL_A
CHIP_00968,EXHIBITS,FM::normal
CHIP_00968,UNDERGOES_TEST,TS::Appearance
CHIP_00968,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00968,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00968,UNDERGOES_TEST,TS::Functional
CHIP_00968,UNDERGOES_TEST,TS::Aging
CHIP_00969,OF_MODEL,MODEL::MODEL_B
CHIP_00969,EXHIBITS,FM::normal
CHIP_00969,UNDERGOES_TEST,TS::Appearance
CHIP_00969,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00969,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00969,UNDERGOES_TEST,TS::Functional
CHIP_00969,UNDERGOES_TEST,TS::Aging
CHIP_00970,OF_MODEL,MODEL::MODEL_B
CHIP_00970,EXHIBITS,FM::normal
CHIP_00970,UNDERGOES_TEST,TS::Appearance
CHIP_00970,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00970,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00970,UNDERGOES_TEST,TS::Functional
CHIP_00970,UNDERGOES_TEST,TS::Aging
CHIP_00971,OF_MODEL,MODEL::MODEL_B
CHIP_00971,EXHIBITS,FM::normal
CHIP_00971,UNDERGOES_TEST,TS::Appearance
CHIP_00971,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00971,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00971,UNDERGOES_TEST,TS::Functional
CHIP_00971,UNDERGOES_TEST,TS::Aging
CHIP_00972,OF_MODEL,MODEL::MODEL_B
CHIP_00972,EXHIBITS,FM::normal
CHIP_00972,UNDERGOES_TEST,TS::Appearance
CHIP_00972,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00972,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00972,UNDERGOES_TEST,TS::Functional
CHIP_00972,UNDERGOES_TEST,TS::Aging
CHIP_00973,OF_MODEL,MODEL::MODEL_B
CHIP_00973,EXHIBITS,FM::normal
CHIP_00973,UNDERGOES_TEST,TS::Appearance
CHIP_00973,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00973,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00973,UNDERGOES_TEST,TS::Functional
CHIP_00973,UNDERGOES_TEST,TS::Aging
CHIP_00974,OF_MODEL,MODEL::MODEL_A
CHIP_00974,EXHIBITS,FM::normal
CHIP_00974,UNDERGOES_TEST,TS::Appearance
CHIP_00974,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00974,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00974,UNDERGOES_TEST,TS::Functional
CHIP_00974,UNDERGOES_TEST,TS::Aging
CHIP_00975,OF_MODEL,MODEL::MODEL_B
CHIP_00975,EXHIBITS,FM::normal
CHIP_00975,UNDERGOES_TEST,TS::Appearance
CHIP_00975,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00975,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00975,UNDERGOES_TEST,TS::Functional
CHIP_00975,UNDERGOES_TEST,TS::Aging
CHIP_00976,OF_MODEL,MODEL::MODEL_B
CHIP_00976,EXHIBITS,FM::normal
CHIP_00976,UNDERGOES_TEST,TS::Appearance
CHIP_00976,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00976,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00976,UNDERGOES_TEST,TS::Functional
CHIP_00976,UNDERGOES_TEST,TS::Aging
CHIP_00977,OF_MODEL,MODEL::MODEL_A
CHIP_00977,EXHIBITS,FM::normal
CHIP_00977,UNDERGOES_TEST,TS::Appearance
CHIP_00977,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00977,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00977,UNDERGOES_TEST,TS::Functional
CHIP_00977,UNDERGOES_TEST,TS::Aging
CHIP_00978,OF_MODEL,MODEL::MODEL_B
CHIP_00978,EXHIBITS,FM::normal
CHIP_00978,UNDERGOES_TEST,TS::Appearance
CHIP_00978,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00978,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00978,UNDERGOES_TEST,TS::Functional
CHIP_00978,UNDERGOES_TEST,TS::Aging
CHIP_00979,OF_MODEL,MODEL::MODEL_A
CHIP_00979,EXHIBITS,FM::normal
CHIP_00979,UNDERGOES_TEST,TS::Appearance
CHIP_00979,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00979,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00979,UNDERGOES_TEST,TS::Functional
CHIP_00979,UNDERGOES_TEST,TS::Aging
CHIP_00980,OF_MODEL,MODEL::MODEL_A
CHIP_00980,EXHIBITS,FM::normal
CHIP_00980,UNDERGOES_TEST,TS::Appearance
CHIP_00980,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00980,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00980,UNDERGOES_TEST,TS::Functional
CHIP_00980,UNDERGOES_TEST,TS::Aging
CHIP_00981,OF_MODEL,MODEL::MODEL_C
CHIP_00981,EXHIBITS,FM::normal
CHIP_00981,UNDERGOES_TEST,TS::Appearance
CHIP_00981,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00981,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00981,UNDERGOES_TEST,TS::Functional
CHIP_00981,UNDERGOES_TEST,TS::Aging
CHIP_00982,OF_MODEL,MODEL::MODEL_C
CHIP_00982,EXHIBITS,FM::normal
CHIP_00982,UNDERGOES_TEST,TS::Appearance
CHIP_00982,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00982,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00982,UNDERGOES_TEST,TS::Functional
CHIP_00982,UNDERGOES_TEST,TS::Aging
CHIP_00983,OF_MODEL,MODEL::MODEL_C
CHIP_00983,EXHIBITS,FM::normal
CHIP_00983,UNDERGOES_TEST,TS::Appearance
CHIP_00983,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00983,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00983,UNDERGOES_TEST,TS::Functional
CHIP_00983,UNDERGOES_TEST,TS::Aging
CHIP_00984,OF_MODEL,MODEL::MODEL_C
CHIP_00984,EXHIBITS,FM::normal
CHIP_00984,UNDERGOES_TEST,TS::Appearance
CHIP_00984,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00984,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00984,UNDERGOES_TEST,TS::Functional
CHIP_00984,UNDERGOES_TEST,TS::Aging
CHIP_00985,OF_MODEL,MODEL::MODEL_B
CHIP_00985,EXHIBITS,FM::normal
CHIP_00985,UNDERGOES_TEST,TS::Appearance
CHIP_00985,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00985,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00985,UNDERGOES_TEST,TS::Functional
CHIP_00985,UNDERGOES_TEST,TS::Aging
CHIP_00986,OF_MODEL,MODEL::MODEL_C
CHIP_00986,EXHIBITS,FM::normal
CHIP_00986,UNDERGOES_TEST,TS::Appearance
CHIP_00986,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00986,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00986,UNDERGOES_TEST,TS::Functional
CHIP_00986,UNDERGOES_TEST,TS::Aging
CHIP_00987,OF_MODEL,MODEL::MODEL_A
CHIP_00987,EXHIBITS,FM::normal
CHIP_00987,UNDERGOES_TEST,TS::Appearance
CHIP_00987,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00987,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00987,UNDERGOES_TEST,TS::Functional
CHIP_00987,UNDERGOES_TEST,TS::Aging
CHIP_00988,OF_MODEL,MODEL::MODEL_B
CHIP_00988,EXHIBITS,FM::normal
CHIP_00988,UNDERGOES_TEST,TS::Appearance
CHIP_00988,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00988,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00988,UNDERGOES_TEST,TS::Functional
CHIP_00988,UNDERGOES_TEST,TS::Aging
CHIP_00989,OF_MODEL,MODEL::MODEL_C
CHIP_00989,EXHIBITS,FM::normal
CHIP_00989,UNDERGOES_TEST,TS::Appearance
CHIP_00989,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00989,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00989,UNDERGOES_TEST,TS::Functional
CHIP_00989,UNDERGOES_TEST,TS::Aging
CHIP_00990,OF_MODEL,MODEL::MODEL_A
CHIP_00990,EXHIBITS,FM::normal
CHIP_00990,UNDERGOES_TEST,TS::Appearance
CHIP_00990,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00990,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00990,UNDERGOES_TEST,TS::Functional
CHIP_00990,UNDERGOES_TEST,TS::Aging
CHIP_00991,OF_MODEL,MODEL::MODEL_B
CHIP_00991,EXHIBITS,FM::normal
CHIP_00991,UNDERGOES_TEST,TS::Appearance
CHIP_00991,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00991,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00991,UNDERGOES_TEST,TS::Functional
CHIP_00991,UNDERGOES_TEST,TS::Aging
CHIP_00992,OF_MODEL,MODEL::MODEL_B
CHIP_00992,EXHIBITS,FM::multi_param_combined
CHIP_00992,UNDERGOES_TEST,TS::Appearance
CHIP_00992,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00992,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00992,UNDERGOES_TEST,TS::Functional
CHIP_00992,UNDERGOES_TEST,TS::Aging
CHIP_00993,OF_MODEL,MODEL::MODEL_C
CHIP_00993,EXHIBITS,FM::normal
CHIP_00993,UNDERGOES_TEST,TS::Appearance
CHIP_00993,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00993,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00993,UNDERGOES_TEST,TS::Functional
CHIP_00993,UNDERGOES_TEST,TS::Aging
CHIP_00994,OF_MODEL,MODEL::MODEL_B
CHIP_00994,EXHIBITS,FM::normal
CHIP_00994,UNDERGOES_TEST,TS::Appearance
CHIP_00994,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00994,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00994,UNDERGOES_TEST,TS::Functional
CHIP_00994,UNDERGOES_TEST,TS::Aging
CHIP_00995,OF_MODEL,MODEL::MODEL_A
CHIP_00995,EXHIBITS,FM::normal
CHIP_00995,UNDERGOES_TEST,TS::Appearance
CHIP_00995,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00995,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00995,UNDERGOES_TEST,TS::Functional
CHIP_00995,UNDERGOES_TEST,TS::Aging
CHIP_00996,OF_MODEL,MODEL::MODEL_B
CHIP_00996,EXHIBITS,FM::normal
CHIP_00996,UNDERGOES_TEST,TS::Appearance
CHIP_00996,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00996,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00996,UNDERGOES_TEST,TS::Functional
CHIP_00996,UNDERGOES_TEST,TS::Aging
CHIP_00997,OF_MODEL,MODEL::MODEL_A
CHIP_00997,EXHIBITS,FM::normal
CHIP_00997,UNDERGOES_TEST,TS::Appearance
CHIP_00997,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00997,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00997,UNDERGOES_TEST,TS::Functional
CHIP_00997,UNDERGOES_TEST,TS::Aging
CHIP_00998,OF_MODEL,MODEL::MODEL_B
CHIP_00998,EXHIBITS,FM::normal
CHIP_00998,UNDERGOES_TEST,TS::Appearance
CHIP_00998,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00998,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00998,UNDERGOES_TEST,TS::Functional
CHIP_00998,UNDERGOES_TEST,TS::Aging
CHIP_00999,OF_MODEL,MODEL::MODEL_C
CHIP_00999,EXHIBITS,FM::normal
CHIP_00999,UNDERGOES_TEST,TS::Appearance
CHIP_00999,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00999,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00999,UNDERGOES_TEST,TS::Functional
CHIP_00999,UNDERGOES_TEST,TS::Aging
CHIP_00004,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00020,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00023,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00056,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00091,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00101,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00191,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00199,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
CHIP_00226,HAS_ABNORMAL,PARAM::pin_flatness_deviation_um
